"ID";"StationStart";"Line";"TimeStart";"StationEnd";"TimeEnd";"global_id";
"Локальный идентификатор";"Станция отправления";"Направление Аэроэкспресс";"Время отправления со станции";"Конечная станция направления Аэроэкспресс";"Время прибытия на конечную станцию направления Аэроэкспресс";"global_id";
"250";"Аэропорт Шереметьево";"В Шереметьево";"19:55";"Савёловская";"21:01";"2449502904";
"251";"Аэропорт Шереметьево";"В Шереметьево";"20:25";"Савёловская";"21:31";"2449503011";
"252";"Аэропорт Шереметьево";"В Шереметьево";"20:55";"Савёловская";"22:01";"2449503118";
"253";"Аэропорт Шереметьево";"В Шереметьево";"21:25";"Савёловская";"22:31";"2449503195";
"254";"Аэропорт Шереметьево";"В Шереметьево";"21:55";"Савёловская";"23:01";"2449503314";
"425";"Савёловская";"В Шереметьево";"12:42";"Аэропорт Шереметьево";"13:48";"2625375208";
"426";"Савёловская";"В Шереметьево";"13:12";"Аэропорт Шереметьево";"14:18";"2625375209";
"427";"Савёловская";"В Шереметьево";"13:42";"Аэропорт Шереметьево";"14:48";"2625375210";
"428";"Савёловская";"В Шереметьево";"14:12";"Аэропорт Шереметьево";"15:18";"2625375211";
"429";"Савёловская";"В Шереметьево";"14:42";"Аэропорт Шереметьево";"15:48";"2625375212";
"430";"Савёловская";"В Шереметьево";"15:12";"Аэропорт Шереметьево";"16:18";"2625375213";
"431";"Савёловская";"В Шереметьево";"15:42";"Аэропорт Шереметьево";"16:48";"2625375214";
"432";"Савёловская";"В Шереметьево";"16:12";"Аэропорт Шереметьево";"17:18";"2625375215";
"433";"Савёловская";"В Шереметьево";"16:42";"Аэропорт Шереметьево";"17:48";"2625375216";
"434";"Савёловская";"В Шереметьево";"17:12";"Аэропорт Шереметьево";"18:18";"2625375217";
"435";"Савёловская";"В Шереметьево";"17:42";"Аэропорт Шереметьево";"18:48";"2625375218";
"436";"Савёловская";"В Шереметьево";"18:12";"Аэропорт Шереметьево";"19:18";"2625375219";
"437";"Савёловская";"В Шереметьево";"18:42";"Аэропорт Шереметьево";"19:48";"2625375220";
"438";"Савёловская";"В Шереметьево";"19:12";"Аэропорт Шереметьево";"20:18";"2625375221";
"439";"Савёловская";"В Шереметьево";"19:42";"Аэропорт Шереметьево";"20:48";"2625375222";
"440";"Савёловская";"В Шереметьево";"20:12";"Аэропорт Шереметьево";"21:18";"2625375223";
"441";"Савёловская";"В Шереметьево";"20:42";"Аэропорт Шереметьево";"21:30";"2625375224";
"442";"Савёловская";"В Шереметьево";"21:12";"Аэропорт Шереметьево";"22:00";"2625375225";
"443";"Савёловская";"В Шереметьево";"21:42";"Аэропорт Шереметьево";"22:30";"2625375226";
"444";"Савёловская";"В Шереметьево";"22:12";"Аэропорт Шереметьево";"23:00";"2625375227";
"445";"Савёловская";"В Шереметьево";"22:42";"Аэропорт Шереметьево";"23:30";"2625375228";
"446";"Савёловская";"В Шереметьево";"23:12";"Аэропорт Шереметьево";"00:00";"2625375229";
"447";"Савёловская";"В Шереметьево";"23:42";"Аэропорт Шереметьево";"00:30";"2625375230";
"448";"Савёловская";"В Шереметьево";"00:12";"Аэропорт Шереметьево";"01:00";"2625375231";
